Bacteria;Proteobacteria;Gammaproteobacteria;(Gammaproteobacteria);(Gammaproteobacteria);(Gammaproteobacteria);(Gammaproteobacteria),559 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;bioreactor metagenome,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;uncultured bacterium GRIST22;(uncultured bacterium GRIST22),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus subsp. aureus ST398,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrionaceae bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Patescibacteria;Gracilibacteria;JGI 0000069-P22;uncultured bacterium;(uncultured bacterium);(uncultured bacterium),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;uncultured bacterium;(uncultured bacterium),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Spongiibacter;Spongiibacter tropicus DSM 19543,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;Cryptophyceae;(Cryptophyceae);(Cryptophyceae);(Cryptophyceae);(Cryptophyceae);(Cryptophyceae),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;Porticoccus;(Porticoccus),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio cyclitrophicus,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured;uncultured Cytophaga sp.,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;uncultured;uncultured Oceanospirillaceae bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;Haptophyta;Prymnesiophyceae;Phaeocystis;Phaeocystis globosa;(Phaeocystis globosa);(Phaeocystis globosa),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;(Methylophilaceae);(Methylophilaceae),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured;uncultured bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Pseudoalteromonas sp. R9,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Catenococcus;uncultured Vibrio sp.,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Verrucomicrobiota;(Verrucomicrobiota);(Verrucomicrobiota);(Verrucomicrobiota);(Verrucomicrobiota);(Verrucomicrobiota),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Halioglobus;uncultured bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Serratia sp. SBS,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;MAST-3;Solenicola setigera;(Solenicola setigera);(Solenicola setigera),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Blattabacteriaceae;Candidatus Uzinura;Candidatus Walczuchella monophlebidarum,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;metagenome,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Polaribacter;Polaribacter sp. BM10,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Formosa;Formosa agariphila KMM 3901,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;Tenacibaculum ovolyticum,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Zixibacteria;uncultured bacterium;(uncultured bacterium);(uncultured bacterium);(uncultured bacterium);(uncultured bacterium),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;BD1-7 clade;(BD1-7 clade),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Aliidiomarina;gamma proteobacterium E-036,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachia;Wolbachia endosymbiont of Bryobia spec. V VIDR-2008,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Glaciecola;Glaciecola sp.,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Actinobacteriota;(Actinobacteriota);(Actinobacteriota);(Actinobacteriota);(Actinobacteriota);(Actinobacteriota),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured bacterium;(uncultured bacterium),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Lentibacter;uncultured marine bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;uncultured;uncultured marine bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halobacillus;Halobacillus trueperi,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;Bicosoecida;Bicosoeca;uncultured stramenopile;(uncultured stramenopile),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia;uncultured Alteromonadales bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;uncultured bacterium;(uncultured bacterium),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;bioreactor metagenome,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Fusibacteraceae;Fusibacter;(Fusibacter),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;uncultured proteobacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;uncultured bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Patescibacteria;Gracilibacteria;uncultured bacterium;(uncultured bacterium);(uncultured bacterium);(uncultured bacterium),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas sp. KJF2-9,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Moritellaceae;uncultured;Gammaproteobacteria bacterium DM2,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;Haptophyta;Prymnesiophyceae;(Prymnesiophyceae);(Prymnesiophyceae);(Prymnesiophyceae);(Prymnesiophyceae),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;Excavata;Metamonada;Parabasalia;Tritrichomonadea;Histomonas meleagridis;(Histomonas meleagridis),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Verrucomicrobiota;Kiritimatiellae;Kiritimatiellales;Kiritimatiellaceae;R76-B128;uncultured bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;uncultured;Chrysophyceae sp.,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;uncultured;microbial mat metagenome,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Thalassotalea;Thalassomonas sp.,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas piratica,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS3a marine group;(NS3a marine group),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;alpha proteobacterium R2A57;(alpha proteobacterium R2A57),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas;Marinomonas sp. SBI22,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella sp. An4,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;metagenome,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;uncultured marine bacterium;(uncultured marine bacterium);(uncultured marine bacterium),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Lentimonas;seawater metagenome,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;(Spongiibacteraceae);(Spongiibacteraceae),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;uncultured bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia;Colwellia sp. FI 7-6,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella surugensis,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade III;alpha proteobacterium HIMB114;(alpha proteobacterium HIMB114),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Syndiniales Group II;uncultured marine eukaryote,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;uncultured marine bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Paraglaciecola;Paraglaciecola agarilytica NO2,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Gallaecimonas sp. HK-28;(Gallaecimonas sp. HK-28);(Gallaecimonas sp. HK-28),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Persicirhabdus;uncultured bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Thaumasiovibrio;uncultured bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Polaribacter;Polaribacter sp. SA4-12,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thioglobaceae;(Thioglobaceae);(Thioglobaceae),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methyloligellaceae;uncultured;uncultured Alphaproteobacteria bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;Nicotiana otophora;(Nicotiana otophora);(Nicotiana otophora),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Glaciecola;uncultured Cellulophaga sp.,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Amoebophrya;(Amoebophrya),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS4 marine group;uncultured organism,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Acidobacteriota;Candidatus Fischerbacteria bacterium RBG_13_37_8;(Candidatus Fischerbacteria bacterium RBG_13_37_8);(Candidatus Fischerbacteria bacterium RBG_13_37_8);(Candidatus Fischerbacteria bacterium RBG_13_37_8);(Candidatus Fischerbacteria bacterium RBG_13_37_8),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas sp. 1325-5,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Zhongshania;Zhongshania aliphaticivorans,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ascidiaceihabitans;uncultured marine bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;uncultured prymnesiophyte C5574;(uncultured prymnesiophyte C5574);(uncultured prymnesiophyte C5574),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;uncultured;uncultured bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;uncultured Alteromonadales bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Algicola;uncultured bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;uncultured;uncultured bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured;uncultured bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia;Colwellia sp. KT27,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Marinimicrobia (SAR406 clade);uncultured bacterium MB13C05;(uncultured bacterium MB13C05);(uncultured bacterium MB13C05);(uncultured bacterium MB13C05);(uncultured bacterium MB13C05),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Jejudonia;(Jejudonia),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Candidatus Endobugula;uncultured gamma proteobacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseibacterium;uncultured Rhodobacteraceae bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio sp. F51a-1a,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Fulvivirga;uncultured organism,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3F;uncultured marine eukaryote;(uncultured marine eukaryote),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Dokdonia;Dokdonia sp. TIK-SPO-166,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;MB11C04 marine group;metagenome,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Elusimicrobiota;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Endomicrobium;uncultured rumen bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;Fistulifera solaris;(Fistulifera solaris);(Fistulifera solaris),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;uncultured marine picoeukaryote;(uncultured marine picoeukaryote),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Dokdonia;(Dokdonia),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochales;Dictyocha,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales;uncultured;uncultured bacterium;(uncultured bacterium),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Wenyingzhuangia;Wenyingzhuangia fucanilytica,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Candidatus Thiobios;uncultured gamma proteobacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus;Sphingopyxis sp. LPB0140,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Motilimonas sp. PLHSC7-2;(Motilimonas sp. PLHSC7-2),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Arctic97B-4 marine group;uncultured organism;(uncultured organism);(uncultured organism),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;Incertae Sedis;Telonema;uncultured eukaryote;(uncultured eukaryote);(uncultured eukaryote);(uncultured eukaryote),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Marinimicrobia (SAR406 clade);uncultured marine bacterium;(uncultured marine bacterium);(uncultured marine bacterium);(uncultured marine bacterium);(uncultured marine bacterium),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;Cryptophyceae;Cryptomonadales;Hemiselmis;Hemiselmis virescens;(Hemiselmis virescens);(Hemiselmis virescens),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Aestuariibacter;bacterium K2-14,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Halioglobus;marine gamma proteobacterium HTCC2148,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Psychrobium;uncultured Nitrospiraceae bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptunomonas;Neptunomonas phycophila,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Alveolata;Apicomplexa;Conoidasida;uncultured eukaryote;(uncultured eukaryote),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;Ochrophyta;Bolidomonas;uncultured eukaryote;(uncultured eukaryote),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;uncultured marine microorganism;(uncultured marine microorganism);(uncultured marine microorganism),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Thioalkalispiraceae;Thiohalophilus;uncultured bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Prorocentrales;Prorocentrum,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;SAR92 clade;uncultured SAR92 cluster bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured;uncultured Flammeovirgaceae bacterium,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Olleya;Gelidibacter sp. UL5,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Pelagirhabdus;Pelagirhabdus alkalitolerans,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio tapetis,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Planktotalea;Rhodobacteraceae bacterium HTCC2083,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;(Sphingobacteriales);(Sphingobacteriales);(Sphingobacteriales),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales;Nisaeaceae;OM75 clade;marine metagenome,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio sp. YZHG-C5,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;(Sphingomonadaceae);(Sphingomonadaceae),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella baltica,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli Nissle 1917,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;uncultured;uncultured stramenopile;(uncultured stramenopile),1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Litoribacillus;Litoribacillus peritrichatus,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia;unidentified,1 RG-B2_S26.phyloFlash.NTUfull_abundance.csv
